timesteps,fps,eval_return_mean,eval_return_std,eval_success_rate,eval_collision_rate,eval_steps_mean,eval_path_length_mean
1160000,40,664.9092045356697,155.99022567472267,0.96,0.04,86.54,10.586848609447479
1170000,40,698.6555999170779,34.23419544712508,1.0,0.0,89.08,11.076297559738158
1180000,40,679.006375709284,139.9840569125656,0.96,0.02,97.7,11.566017770767212
1190000,40,678.8753398396296,138.68615166945372,0.96,0.02,98.66,11.294325504302979
1200000,40,627.1543055390601,228.3425755302712,0.9,0.08,96.26,10.438029478788376
1210000,40,665.0349921886623,192.77615479865116,0.94,0.06,91.74,11.916787769794464
1220000,40,658.678308624744,192.97225652753264,0.94,0.06,83.7,10.904680910110473
1230000,40,680.6233313624851,157.80567585859535,0.96,0.04,88.68,11.744040486812592
1240000,40,610.2588500458752,260.87745560007926,0.88,0.12,81.62,10.511599138081074
1250000,40,665.9425684494828,148.79693884545338,0.96,0.04,84.22,10.422198858261108
1260000,40,676.1294315835069,164.0781965993473,0.96,0.04,89.1,11.545100112557412
1270000,40,631.9705866358865,219.74003934204325,0.92,0.08,78.08,9.562070443630219
1280000,40,633.7180876111639,218.03266714487665,0.92,0.08,80.26,9.9345607355237
1290000,40,660.2629021661874,187.8817237640607,0.94,0.06,88.48,11.385050711631775
1300000,40,700.7919165029749,32.98153242107642,1.0,0.0,85.48,11.116387767791748
1310000,40,662.6220151386628,184.31851843741885,0.94,0.04,100.64,11.463660008907318
1320000,40,657.6357171899342,187.19456704039877,0.94,0.04,93.76,10.330427055358888
1330000,40,689.8443007796657,107.09845129280312,0.98,0.02,92.18,11.578161935806275
1340000,40,693.1647484266313,91.49665994844798,0.98,0.0,93.34,10.96664137840271
1350000,41,670.8444916026207,147.22057994295423,0.96,0.04,78.78,10.269450616836547
1360000,41,627.0318489279529,228.66757081488382,0.9,0.08,94.46,10.837353119850158
1370000,41,697.1790714640846,31.675237345805165,1.0,0.0,83.18,10.407788877487183
1380000,41,671.1887450884451,160.93882657193117,0.96,0.04,82.26,10.609362788200379
1390000,41,685.1825395750923,92.4077406660234,0.98,0.0,92.06,10.288968315124512
1400000,41,699.4965173658264,119.13439785676724,0.98,0.02,91.38,12.299578995704652
1410000,41,684.3941902908404,110.49973761144267,0.98,0.02,83.12,10.767639503479003
1420000,41,690.7381161403994,108.60747995973202,0.98,0.02,87.32,11.296539573669433
1430000,41,682.147930627129,165.74060353257622,0.96,0.04,89.32,11.884831352233887
1440000,41,676.5371923396597,151.72488937476228,0.96,0.04,85.26,11.051501560211182
1450000,42,664.0223788174568,162.0765842052786,0.96,0.04,83.34,10.410751750469208
1460000,42,695.1976992782043,111.8279547679058,0.98,0.02,89.72,12.056392250061036
1470000,42,676.6245811028656,161.81527522161855,0.96,0.04,83.0,11.105438499450683
1480000,42,701.6876614005602,36.94030927799089,1.0,0.0,86.42,11.12425657272339
1490000,42,691.8204484314506,119.05363694974791,0.98,0.02,92.26,12.102460694313049
1500000,43,651.7267598845134,181.05162172912017,0.94,0.06,80.38,10.13283708691597
